date,delta_pnl,gamma_pnl,vega_pnl,theta_pnl,residual_pnl
2021-12-22,-2.1827872842550278e-11,2737.891084461441,-752.1350124496155,-21440.904869421352,8187.408967699408
2021-12-23,0.0,22499.45892632568,26168.909338640507,-18324.380431034297,-1630.6502030788688
2021-12-24,-1.4551915228366852e-11,1301.479624779571,-9088.81150489653,-13250.2917119011,6491.043707195306
2021-12-27,8299.032757004326,324.7307324216967,22391.022430179983,-16788.352250249947,-21604.0265523176
2021-12-28,0.0,24081.913522434323,18772.04526820852,-19419.63852567514,3375.938459714176
2021-12-29,-3.637978807091713e-12,217.42798564699336,-6604.963606360245,-15988.55055066229,4846.037441333305
2021-12-30,0.0,2659.061608798555,-13229.520454430309,-16017.157764862724,3786.64021635722
2021-12-31,-1.4551915228366852e-11,3823.9587361528247,-20621.22686617059,-16870.37157314122,4417.992678558323
2022-01-03,12200.382437933102,994.0929062297561,14446.51668874457,-22142.050972549157,-28754.131276673048
2022-01-04,-1.0913936421275139e-11,4268.095380549709,-2253.631564418886,-25919.624424353347,9002.355807711981
2022-01-05,-3.637978807091713e-12,1723.1459832239932,-25723.25089622637,-24072.687634059395,6904.116163154606
2022-01-06,0.0,7268.658964031221,-11600.870287555634,-23949.264222535287,5384.602846287831
2022-01-07,-1.8189894035458565e-12,1363.7532186223862,-20582.653187945656,-27766.808055919588,20686.87986327271
2022-01-10,2982.8497543719313,74.38570456406657,3438.6095247061867,-21102.4814649837,-25173.440865481483
2022-01-11,-7.275957614183426e-12,36838.545651270455,13828.333178169112,-23036.42862482333,6283.851636563719
2022-01-12,0.0,27033.375214113006,13561.459706404978,-19695.997032768202,2947.6620618082525
2022-01-13,2.9103830456733704e-11,31076.09696533638,-20229.25811314027,-15286.093299101052,403.57313802465796
2022-01-14,0.0,844.4188058000755,-14799.20810695157,-19921.24953059272,9560.591623319699
2022-01-17,-35731.05935694672,12033.291905162108,39039.44071648807,-22340.92239143157,-29117.57872549091
2022-01-18,1.8189894035458565e-12,1351.323143693448,-12496.641164974319,-24785.358316052843,6933.931012153109
2022-01-19,0.0,1102.8865517468369,27981.685615624385,-25858.739736070624,4945.433932221393
2022-01-20,-7.275957614183426e-12,8887.890024416467,-30201.210918593853,-30080.32569307972,6884.778790707685
