date,Straddle,Call Ratio Spread,Calendar Spread,straddle_momentum
2021-04-13,1360555.1902311882,198604.78853737266,1109113.4356372126,236052.56161858083
2021-04-14,1421220.7843986047,201277.66970181267,1129472.82807834,247994.7311765092
2021-04-15,1409331.9318715504,194036.51820925527,1142847.2780520506,247833.96452099946
2021-04-16,1543799.0687793407,207118.05975579232,1197433.9926793706,239610.9997169348
2021-04-19,1378938.5868007212,214244.16239155986,1193235.5234207418,240451.73378599202
2021-04-20,1414220.3949417928,223695.59951754264,1178344.0594540057,243386.29639601122
2021-04-21,1399752.8565236113,222465.83238777745,1188343.4950253367,241814.79391977636
2021-04-22,1356209.7020783115,212347.33891498257,1183843.2892876263,236153.83933341302
2021-04-23,1501176.556448973,227194.1981990175,1248692.4008037222,229671.90346234964
2021-04-26,1383123.9417905726,229625.97915332695,1239794.381803889,221729.48487617724
2021-04-27,1357773.6194096366,227889.07413163036,1221422.3672414059,216638.93630152004
2021-04-28,1422782.9605829297,240789.54882143228,1247008.5848071496,227288.99984725125
2021-04-29,1408005.1677609112,236795.42541471965,1237606.5314848395,228072.76655523718
2021-04-30,1562353.3803559425,250553.09243798305,1305904.3560310393,223045.6681223831
2021-05-03,1495833.3700117385,250765.16519105723,1305301.1714002495,223648.41101481055
2021-05-04,1497452.262094622,254557.34552694307,1304421.511784699,224075.6576589563
2021-05-05,1457362.1290195405,254538.33383790922,1295256.5432046114,212439.83486949428
2021-05-06,1428412.9036618343,250366.81518171536,1284717.570607955,199650.46486713688
2021-05-07,1570929.0739014398,264822.48431757273,1358995.3312240173,194857.68242463586
2021-05-10,1474751.300174829,273400.2023307839,1343235.6998710164,113122.36907788884
2021-05-11,1491740.4617876324,275682.5832374696,1359389.8079434952,113122.36907788884
2021-05-12,1469333.1902654162,289037.1667042108,1337178.6212117595,113122.36907788884
2021-05-13,1464874.9657946494,286316.2566466215,1370272.5525268079,113122.36907788884
2021-05-14,1728100.757136011,275937.6103997411,1471659.6120943879,113122.36907788884
2021-05-17,1679497.2986356022,282391.6637032692,1460647.5996779546,113122.36907788884
2021-05-18,1663700.8005381858,288448.7631015501,1446922.4614083979,113122.36907788884
2021-05-19,1731340.0681585427,290695.0474449079,1458967.8790298759,113122.36907788884
2021-05-20,1708969.0846926814,328129.6812496716,1451200.0940570899,113122.36907788884
2021-05-21,1927234.0610334363,366023.65336324315,1514337.3972925602,318797.2838720547
2021-05-24,1787104.3825838007,247830.5784673232,1655036.4938601186,317823.0943753723
2021-05-25,1779264.4058277744,258050.6845054231,1628545.3864186928,313370.2022373088
2021-05-26,1751715.4514707855,290551.51561028045,1569180.6902428742,298365.9684464428
2021-05-27,1742897.1974992226,321383.10243211384,1566663.1736794945,298056.3735424995
2021-05-28,1916748.1384826521,369324.6795390842,1593361.0343286938,478595.3669743368
2021-05-31,1728073.3093503865,220967.05770326804,1781801.4740206483,477180.01767318393
2021-06-01,1727109.5405682505,221998.24508194643,1762369.24448012,475673.04452978226
2021-06-02,1708502.2103866565,231308.69712339967,1732122.239989342,466429.7420115492
2021-06-03,1690497.9087997768,259901.47474627572,1697830.8703134828,451576.64440855663
2021-06-04,1882797.470607372,258672.34748998037,1781930.9906485616,469260.48510609387
2021-06-07,1797161.5524945655,197705.96895953137,1828092.8138833153,457687.0267025997
2021-06-08,1787700.4272046282,197091.60966586875,1811504.3918017084,453639.2054465369
2021-06-09,1759338.157255766,200038.54904604985,1761010.9520380122,436790.7717095639
2021-06-10,1739831.8167678986,205658.5965839676,1739874.8459634867,434612.46718204004
2021-06-11,1881206.3970297717,230064.6613470335,1760311.7702326248,419131.55712541443
2021-06-14,1765375.5313068405,148401.19349601504,1799374.450875108,406382.8737454469
2021-06-15,1735542.4433726568,149995.90621332498,1741816.210311813,397479.17823384027
2021-06-16,1809787.2186175133,165792.02672982283,1805778.9599362144,430079.841065814
2021-06-17,1780565.299214539,154263.9956420328,1795360.3187730461,401688.8267336337
2021-06-18,2062107.0303780986,206799.11036736512,1881107.5860874488,645776.3603462046
2021-06-21,2054437.5146479337,182592.9488866993,1903269.129467871,641760.5809326418
2021-06-22,2038340.0552486298,175886.2778261265,1894585.2440888998,631713.3591609364
2021-06-23,2033040.710068926,176590.2169010076,1878318.8700449206,629363.5781546228
2021-06-24,2021322.3088496777,171437.3477472511,1850665.4429345953,621439.2454858903
2021-06-25,2157050.9166960935,180063.96734261996,1914038.4174785737,609019.8447861312
2021-06-28,2083568.1439079968,195820.8598617369,1882910.618509191,551207.3846834186
2021-06-29,2071337.0113674991,202930.05048652316,1858946.3057941326,544243.218346773
2021-06-30,2038462.4208423095,225689.4747098957,1828690.7330557972,533010.9984787139
2021-07-01,2024570.6401105472,245057.8998509016,1654008.7742467734,528621.3309729961
2021-07-02,2167436.6138243256,262688.56886935333,1704996.5783261778,685686.02818062
2021-07-05,2104791.263176703,200969.435874751,1757986.2791178552,683878.916928897
2021-07-06,2235069.835282867,191519.80388632702,1825552.305600848,738916.8801292671
2021-07-07,2213636.328222639,201235.6650109442,1816199.9688912649,724737.0054297085
2021-07-08,2305216.3007891215,113982.19844846254,1580246.205714394,798151.7582123219
2021-07-09,2515614.8333305833,69497.2224938248,1664938.0328703844,1003456.6769309195
2021-07-12,2285091.773276536,-42768.73702305165,1847279.1096486573,974879.5836393075
2021-07-13,2288967.6531083114,-31250.48485156476,1836461.8349974528,977366.7734371413
2021-07-14,2281502.208734812,-23040.667899222157,1828399.1931369537,971052.444405452
2021-07-15,2333039.7516224682,-22565.00605670159,1453399.7154073934,1017115.3244330591
2021-07-16,2503231.42093172,22174.173525734397,1513491.7968772494,1188377.5432032607
2021-07-19,2269660.96373997,-169166.31897600007,1808394.6712928256,954965.2268320362
2021-07-20,2284059.9718274465,-187520.13145236188,1817403.2807789426,969559.6930987067
2021-07-21,2336599.740742997,-262257.6702795963,1859502.1947343084,1022145.9885616782
2021-07-22,2368726.8353334335,-287450.9628347277,1542771.4917070796,1054542.7540422182
2021-07-23,2554387.5586111424,-242792.23936462533,1598500.6619994678,1240414.795752742
2021-07-26,2273615.9798752796,-270528.743446014,1870858.0543444597,1230885.5160955496
2021-07-27,2284161.945773357,-261207.79944432757,1874486.9880095278,1241431.4819936268
2021-07-28,2296787.997098535,-276898.51920663356,1885270.179233398,1254057.5333188046
2021-07-29,2296217.7510357318,-264300.90407998767,1523573.7992354473,1253487.2872560015
2021-07-30,2506208.9652897604,-241380.62666503494,1584373.3130210852,1463478.50151003
2021-08-02,2185930.7052540598,-254376.3315831152,1835879.521371558,1143200.2414743295
2021-08-03,2165365.797794686,-240307.68086985682,1830276.6863640225,1122635.3340149557
2021-08-04,2133612.114090739,-227557.12675208508,1816754.0295398172,1090881.6503110086
2021-08-05,2118868.0630750777,-213355.16616740637,1404174.933162062,1076137.5992953472
2021-08-06,2277704.4768030886,-176701.57212342508,1470623.2650012253,1234974.0130233583
2021-08-09,2056431.4711546432,-305676.4899300721,1669646.7165368132,1013701.0073749131
2021-08-10,2052538.6578506608,-313170.1792720521,1660746.9860925877,1009808.1940709306
2021-08-11,2074484.5033322782,-314619.8406228123,1663865.585904823,1031754.0395525479
2021-08-12,2042353.0311128977,-321752.766955809,1263929.7145123142,999622.5673331672
2021-08-13,2195392.195457498,-304271.69186933455,1334930.0331555922,976525.951490558
2021-08-16,2100608.316321992,-304301.8214517402,1323800.8636610168,890271.1086189689
2021-08-17,2082698.0751620948,-299986.786449108,1301067.5257145497,877816.9102974817
2021-08-18,2062438.3277931346,-299656.9366213833,1305748.7708070863,860655.363522222
2021-08-19,2239873.616359211,-267089.5274747646,968453.9742459619,1006869.8768224793
2021-08-20,2409977.7718228167,-233745.74915651564,1047849.5791503905,1178897.3313220073
2021-08-23,2431292.54012549,-291162.17600164056,1088073.8697989276,1192351.2842379021
2021-08-24,2506482.390841706,-291385.7433065527,1102881.8423010712,1253544.180762776
2021-08-25,2483385.9449029965,-292000.8951390289,1088496.3694421102,1235569.414939913
2021-08-26,2459300.652395679,-295213.3557353567,916041.2939830886,1217418.358656554
2021-08-27,2740099.9926795624,-253616.1699783229,1055524.5733151562,1286550.4760122763
2021-08-30,2518080.04018017,-251506.9120864547,1064486.8898695062,1062690.765648178
2021-08-31,2503455.7330371086,-252702.579302693,1046832.3593970996,1058189.529601263
2021-09-01,2482044.4153457223,-252053.60931468813,1016624.1180292025,1051521.1885844942
2021-09-02,2475055.5499956594,-254051.60378706647,874348.366303903,1048277.9137398275
2021-09-03,2641182.9265964897,-234285.80287213397,931627.5126356195,1046289.3926835128
2021-09-06,2432679.6137078153,-235986.4425782998,909340.157661437,857333.9149485847
2021-09-07,2422139.1072706473,-235067.9263618629,896773.0064238242,855706.353686319
2021-09-08,2414710.874831779,-230457.65910270019,877700.7986092498,854091.1796780883
2021-09-09,2407921.573922734,-236522.32427037955,743844.1115708966,854348.839798673
2021-09-10,2567048.908669808,-224040.5205811452,794084.3786489004,853825.5947948823
2021-09-13,2388653.933768576,-223781.46440000652,806425.0120316566,854486.9018282682
2021-09-14,2382739.2394731482,-222696.574375062,792413.3883955518,854530.2138622255
2021-09-15,2417718.3163538203,-217767.0726396564,838309.2033950753,855002.4109021067
2021-09-16,2420187.2832551287,-217090.37741950701,808186.3199985859,855055.5641575445
2021-09-17,2597110.173560937,-197892.01731183915,879705.8197248146,855147.0659291222
2021-09-20,2279085.97414351,-193495.6669741839,886749.0028314814,538933.2333698904
2021-09-21,2312823.4204198085,-193818.98230258335,915515.2249181345,538933.2333698904
2021-09-22,2342421.6388463965,-191712.12720711218,942142.0426938393,538933.2333698904
2021-09-23,2336888.0567527316,-192076.82525131863,933502.8706645734,538933.2333698904
2021-09-24,2506949.1291494565,-172672.6217653904,1001175.9402714757,538933.2333698904
2021-09-27,2262208.0818469776,-173578.78302665372,992640.3077367536,538933.2333698904
2021-09-28,2268251.569014757,-171365.9284501876,975344.2306434197,538933.2333698904
2021-09-29,2260654.232307127,-168067.15844057204,956299.640692137,538933.2333698904
2021-09-30,2281639.75881241,-172354.0955854081,981389.5162053744,538933.2333698904
2021-10-01,2568560.8688623137,-153688.99785143568,1104554.4688563808,538933.2333698904
2021-10-04,2228432.6886337083,-153961.12039524765,1104012.3962496514,538933.2333698904
2021-10-05,2248948.0627821092,-153847.98064137282,1132434.066992477,538933.2333698904
2021-10-06,2246109.008037496,-153799.0999976796,1130987.430304363,538933.2333698904
2021-10-07,2239541.645678478,-154351.93691603566,1126560.0429029695,538933.2333698904
2021-10-08,2425574.8428042755,-136025.30059163974,1196203.7624836105,538933.2333698904
2021-10-11,2065319.291842529,-133353.85581308394,1190900.8417407214,538933.2333698904
2021-10-12,2084972.949139052,-133555.29206279444,1201769.2042665563,538933.2333698904
2021-10-13,2072978.9009126048,-133780.2610517342,1201374.6111032036,538933.2333698904
2021-10-14,2086640.7467704366,-133721.54723914416,1212731.3974348952,538933.2333698904
2021-10-15,2263523.6804489936,-116837.67747515572,1280707.458977879,538933.2333698904
2021-10-18,1800919.529518917,-116795.37358945492,1285213.8439491447,538933.2333698904
2021-10-19,1808089.8637774535,-117348.20212974423,1288740.0299034957,538933.2333698904
2021-10-20,1812240.8895619195,-116869.55884571528,1286908.820031001,538933.2333698904
2021-10-21,1805215.9770552092,-115444.73910344356,1274876.6281517807,538933.2333698904
2021-10-22,1972678.3246331327,-96377.4474266091,1339651.981156978,538933.2333698904
2021-10-25,1595357.9462958877,-98410.20036193436,1347213.949883325,538933.2333698904
2021-10-26,1583348.4358445865,-98440.84716616654,1346225.611031914,538933.2333698904
2021-10-27,1589468.0715699287,-91996.81578459806,1326081.7578999568,538933.2333698904
2021-10-28,1596371.0281756057,-93511.19344219084,1324715.375242249,538933.2333698904
2021-10-29,1751164.7543409085,-74235.69227766461,1392942.8626789798,538933.2333698904
2021-11-01,1473779.5855678003,-71229.36721666346,1397086.0361561156,538933.2333698904
2021-11-02,1558285.3087536641,-56556.22374768109,1366001.5801615936,538933.2333698904
2021-11-03,1541691.9093360447,-43961.38217838163,1350139.0773578272,538933.2333698904
2021-11-04,1494489.9794855323,-35258.113786633985,1350620.1514515348,538933.2333698904
2021-11-05,1636756.8999730307,-5467.125287538336,1424299.0478498957,715354.50366105
2021-11-08,1598206.007410201,188.60685974640728,1414495.9509897395,715210.720232898
2021-11-09,1582493.0760112035,11277.2740791473,1406112.9859074436,710880.3646072377
2021-11-10,1597210.9180558352,26082.897901676388,1378803.77958752,710028.3149262207
2021-11-11,1589937.3862157792,39584.67570818965,1384118.1575160157,705657.378673252
2021-11-12,1760023.3136810514,97929.27975574581,1442613.9577180066,880129.735847798
2021-11-15,1629764.137262227,-38234.38227312619,1576338.368701609,882222.0646579219
2021-11-16,1624714.255066693,-34398.80370724079,1571468.156104927,882420.1681230618
2021-11-17,1598724.9831532275,-14087.664756211765,1542526.9567519336,863992.8521937403
2021-11-18,1672150.3664624596,-104324.21829721422,1576261.6532933603,913692.3362525684
2021-11-19,1860629.9953858284,-81427.49690211192,1641973.3300685533,1102992.2705974374
2021-11-22,1553436.0438576373,-120538.32909835185,1928427.343668903,1088664.1411634698
2021-11-23,1560741.2756605465,-126187.19367886007,1937256.116880737,1096311.7396761065
2021-11-24,1549760.314493255,-114028.83299893228,1918147.85264509,1085552.7602912965
2021-11-25,1520434.4296712335,-94791.11348793682,1889414.6718083827,1056507.6235758937
2021-11-26,1924723.8738860192,-282898.96054478025,2176926.9291187236,1461078.7114090999
2021-11-29,1534772.5010429895,-233118.04592574932,2678577.442661939,1488988.5530818945
2021-11-30,1554278.8861443864,-247090.0550831653,2689533.5750803635,1508494.9381832913
2021-12-01,1526010.706384585,-213445.55383795715,2657955.1065990715,1480226.75842349
2021-12-02,1524526.7077101185,-217789.56238733718,2640582.43569633,1478742.7597490235
2021-12-03,1773410.534398328,-199258.93452026905,2709259.9614749756,1727626.586437233
2021-12-06,1481613.3677509131,-239551.3307384189,3111298.55181938,1435829.419789818
2021-12-07,1509465.0485973705,-259054.72265321465,3107889.03068651,1463681.1006362755
2021-12-08,1562388.6619836853,-290120.46577370836,3156893.233478683,1516604.7140225903
2021-12-09,1588938.1811175873,-295389.4979449094,3161557.952558941,1543154.2331564922
2021-12-10,1788610.5281420269,-220817.53237073857,3207372.936539854,1742826.5801809318
2021-12-13,1519354.7801446253,-333581.682932263,3463442.0848623044,1473570.8321835306
2021-12-14,1513092.7179215536,-319456.8302610972,3451437.4471529494,1467308.7699604589
2021-12-15,1569184.0160476253,-353888.49202171696,3486932.7574636457,1523400.0680865305
2021-12-16,1498451.441425159,-330739.4151268797,3456386.619543827,1452667.4934640643
2021-12-17,1668155.7658897056,-291722.46625540964,3527661.708955336,1407613.255223271
2021-12-20,1483387.7444241787,-412672.64561111294,3659182.426910436,1228439.776993769
2021-12-21,1587290.76045916,-413037.5676957425,3702481.313963024,1306671.3104194459
2021-12-22,1576023.0206294497,-411544.3826631572,3689127.038026245,1298828.5871290227
2021-12-23,1604736.3582603028,-406236.93988206907,3739423.039023537,1316046.8043409698
2021-12-24,1800377.2617020707,-391939.9911885168,3790969.053519682,1307032.2599047783
2021-12-27,1531090.6925041438,-391578.71518445003,3776167.2419879236,1045854.4129402976
2021-12-28,1557900.9512288256,-390126.9554970577,3802599.762709318,1055607.7855916158
2021-12-29,1540370.9024987833,-390762.5157353439,3769106.044622454,1050698.5037160548
2021-12-30,1517569.926104646,-391582.1470513307,3727787.0086332103,1046307.1426761609
2021-12-31,1692259.6365351118,-372211.39258080703,3774131.8817488207,1033895.7689052485
2022-01-03,1284487.8608062146,-372586.0543996837,3751012.988958019,654796.4362341948
2022-01-04,1269585.056005704,-372381.77945145295,3726543.298970332,652795.9645009096
2022-01-05,1228416.379621797,-369747.89380068524,3691494.6423142976,645640.4896629036
2022-01-06,1205519.5069220252,-368585.6036751824,3525217.9714399455,639870.6407114824
2022-01-07,1369017.7152021697,-361038.388789675,3602990.9591007293,629945.9175872443
2022-01-10,1219195.5157247032,-356171.67381500034,3593433.665853334,522886.6452109727
2022-01-11,1253109.817565883,-357183.6723375592,3599197.4847445325,522886.6452109727
2022-01-12,1276956.317515441,-350643.70034803,3612348.5438723415,522886.6452109727
2022-01-13,1272920.6362065608,-348330.23893946025,3401590.394807155,522886.6452109727
2022-01-14,1430170.7238702544,-332322.3323818104,3470015.2668234534,522886.6452109727
2022-01-17,1211854.3893291878,-333097.5330625536,3472563.9053363646,522886.6452109727
2022-01-18,1182857.6440040073,-335509.39286296413,3457374.164883753,522886.6452109727
2022-01-19,1191028.9103675294,-332892.3576293805,3457004.218216405,522886.6452109727
2022-01-20,1146520.04257098,-335535.232807695,3197849.741707688,522886.6452109727
2022-01-21,1463857.4898427697,-284355.03831446334,3280048.052946491,716191.7563347012
2022-01-24,1369001.237397315,-401541.9738121623,3460298.781892113,725466.9738291327
2022-01-25,1390245.050211038,-425153.6658874,3486560.858839482,734805.5079374505
2022-01-26,1378027.2144343986,-429403.72788471205,3474029.2244477095,734197.7705224259
2022-01-27,1453455.336385779,-430572.8773360911,3328883.00103128,747809.633031844
2022-01-28,1625032.2204069886,-421583.509476387,3411188.7943242164,746072.9436655437
2022-01-31,1505418.3766825935,-422953.4479289444,3384645.234238666,729948.8553624996
2022-02-01,1517556.0904365128,-422007.935356436,3390177.4762586625,733484.8698842478
2022-02-02,1504532.7685609232,-421261.4420821174,3377403.4273550827,730959.6569984959
2022-02-03,1485592.8681660686,-423113.63851618057,3313370.6119449874,726927.7096663037
2022-02-04,1731867.9778011355,-387589.776868372,3401993.577937543,944736.3451042023
2022-02-07,1692253.4860102846,-397282.6809422311,3438974.541859321,940323.3813099384
2022-02-08,1661199.2387759571,-383750.9822351355,3408222.1669620387,923982.8576006616
2022-02-09,1628720.4892904111,-377085.93572079676,3367380.5043276916,904120.0921758515
2022-02-10,1588079.5987341036,-368883.4476672776,3260849.1689200164,886463.1601671248
2022-02-11,1781625.621724504,-350688.6671994402,3344064.5954613863,1097430.499142957
2022-02-14,1732907.0895944368,-399791.0705323057,3444547.6108900593,1102506.9543019696
2022-02-15,1693468.270067972,-378504.06006717647,3393772.707666489,1071823.9676283554
2022-02-16,1661295.8582863072,-371022.7594125189,3353095.997300563,1046288.4965912504
2022-02-17,1647576.0617468972,-364621.90845631954,3296274.5865468476,1033192.850957451
2022-02-18,1838691.9082481402,-320921.28737680614,3352560.1798915626,1228098.5441955552
2022-02-21,1723831.7247080184,-366191.60342427884,3413165.0577571467,1117631.4909747806
2022-02-22,1807078.8853687774,-422622.355251434,3480196.9910089965,1186176.2739176361
2022-02-23,1795670.4581393728,-420972.28416257224,3459297.739629331,1177730.6721603905
2022-02-24,1797228.2313611484,-423494.3050341034,3470100.0508982334,1182507.3057453167
2022-02-25,2032516.8316510993,-400882.2177634007,3562446.1782036913,1209160.0848988437
2022-02-28,1947329.3912861135,-392871.75130876125,3614309.9748676815,1235503.1899266094
2022-03-01,1948152.23940928,-393378.86859193037,3624336.6496344036,1235628.9826038997
2022-03-02,1963422.5039883768,-394243.97981354437,3647269.86322868,1244481.0763880368
2022-03-03,1945117.4711504194,-394551.2460769917,3618811.4104893114,1235737.8618924997
2022-03-04,2194398.8580641486,-368902.37846273056,3766402.5631567915,1247600.2823295598
2022-03-07,1946733.2658613871,-370048.1637332826,3778971.5711107827,994430.9764091207
2022-03-08,1938131.8732840556,-369243.401379418,3779421.3225827673,991237.9643825671
2022-03-09,1924187.2526883392,-360757.350431116,3723946.611959691,988253.7297696493
2022-03-10,1917547.1360185095,-362999.54110747617,3740139.307212786,987844.7141297287
2022-03-11,2132171.9055711357,-345166.88396588695,3812055.9709571176,976644.8304831544
2022-03-14,1933476.2214398338,-328858.72805288434,3771401.927109855,800920.8234407678
2022-03-15,1925122.97336443,-327882.6755970311,3774854.2038652706,799652.4615582307
2022-03-16,1904990.4607167826,-325057.9774121333,3741540.522144587,801389.3360372748
2022-03-17,1896297.6311120624,-328353.6355943152,3721839.775560184,800842.1459317761
2022-03-18,2166093.2021006886,-297420.64431380783,3831147.574733031,801383.9567470546
2022-03-21,1603293.8478428188,-297716.44124704576,3829879.967392312,247226.8272358257
2022-03-22,1579460.961161406,-298651.8582229889,3810035.275547858,247226.8272358257
2022-03-23,1623447.0724500623,-294764.31358619314,3826006.1528905397,247226.8272358257
2022-03-24,1632551.7025135779,-293500.1346101826,3838416.149633156,247226.8272358257
2022-03-25,1854390.8983566393,-268952.23711682623,3924331.0210866337,247226.8272358257
2022-03-28,1475281.348805188,-263642.1994485964,3925229.5699968603,247226.8272358257
2022-03-29,1460439.1164296546,-258480.30307948188,3894167.8677874836,247226.8272358257
2022-03-30,1483350.4379838987,-260475.29681939253,3901156.815236073,247226.8272358257
2022-03-31,1593077.0937932637,-267063.76983241097,3912797.1848734044,247226.8272358257
2022-04-01,1816272.079929702,-253045.02192131648,3994794.8622188773,247226.8272358257
2022-04-04,1623629.2706194548,-262676.26675236766,4015375.4311477216,247226.8272358257
2022-04-05,1624049.240329563,-263271.7922076934,4009360.7998593906,247226.8272358257
2022-04-06,1618803.5489557385,-259146.18038160837,3993408.712979699,247226.8272358257
2022-04-07,1585065.2098336278,-258043.5111228476,3991709.7274745842,247226.8272358257
2022-04-08,1864540.1180508728,-248391.49545673898,4089000.807798247,247226.8272358257
2022-04-11,1667107.5672293226,-221881.8731641957,4059825.0899754995,247226.8272358257
2022-04-12,1727452.6026016783,-237925.1753310889,4076341.3159632273,247226.8272358257
2022-04-13,1744975.7576095327,-242660.55916976454,4086903.2993388367,247226.8272358257
2022-04-14,1707844.0133206348,-246196.9083511904,4090198.6726529775,247226.8272358257
2022-04-15,1894409.4930319733,-221020.15925647883,4167263.189120337,247226.8272358257
2022-04-18,1775236.5071605057,-213776.1347690624,4150226.4718397786,247226.8272358257
2022-04-19,1756387.3179654689,-211198.7254032755,4148388.9275617213,247226.8272358257
2022-04-20,1724940.2772528112,-194862.26439113903,4145506.11794513,247226.8272358257
2022-04-21,1729846.969858151,-178376.6662823792,4130788.6103382995,247226.8272358257
2022-04-22,1933282.8808090263,-145343.96636266643,4186075.5960308113,455515.05649534956
2022-04-25,1684693.6861910373,-256705.76404891725,4501327.702805894,468031.10232313385
