date,Straddle,Call Ratio Spread,Calendar Spread,straddle_momentum
2022-04-26,1708153.854923605,-268185.13181780995,4496483.801853036,475264.4063571452
2022-04-27,1697806.139513761,-252286.57425019384,4502093.859720209,471939.43621209124
2022-04-28,1694719.5428997984,-230317.58707031037,4504663.238727799,472245.63142080087
2022-04-29,1914060.582426424,-166716.48479758203,4545415.014505628,696915.9030468275
2022-05-02,1660704.2174065267,-287224.8375032234,4819657.8754338,701240.0437575667
2022-05-03,1662553.1375435384,-295440.55153093056,4818671.132293829,703965.4082710792
2022-05-04,1656805.497454376,-298890.856261242,4832448.094006931,700452.411797927
2022-05-05,1749730.710067016,-391761.0033702092,4943629.521064437,777313.2314135236
2022-05-06,2009054.4620942245,-359946.93966486346,5006306.150207282,1038183.418843594
2022-05-09,1373577.5560710435,-77155.90180327598,5930398.235183658,1141506.1615856148
2022-05-10,1376717.0935659986,-75692.41528993125,5933148.801566188,1145115.260830709
2022-05-11,1352942.2664748938,-49771.60535238555,5898396.234855948,1121633.467966217
2022-05-12,1365051.8796850524,-64592.70442229245,5764387.530398517,1134097.349622833
2022-05-13,1651013.6726601943,-29561.7336598294,5834917.663820583,1420451.714881198
2022-05-16,960818.2588091558,278130.74793178134,6470630.25328049,1384917.7344028638
2022-05-17,937529.7810194717,294805.47397769784,6440757.853670779,1361629.2566131796
2022-05-18,979800.0372595114,267129.9627001706,6481827.575306954,1403899.5128532192
2022-05-19,1002516.678410016,227199.8299914308,6444025.376457946,1426616.1540037238
2022-05-20,1253352.4979373876,302924.26366088283,6520857.223492183,1677451.9735310953
2022-05-23,652058.2669833788,501252.4869732332,7060790.931679052,1076157.7425770867
2022-05-24,624519.2796644764,520264.4144243079,7044122.589522893,1048618.7552581842
2022-05-25,606464.6347750496,527932.8292115199,7034355.653132715,1030564.1103687574
2022-05-26,564589.0736531666,579405.7029765815,6753320.67758639,988688.5492468744
2022-05-27,814519.110917455,591551.3489780142,6816386.6711762315,994845.0116401179
2022-05-30,530394.1249067069,412710.93920383847,7038091.655088285,722639.127709178
2022-05-31,555429.0076963423,410815.44298384356,7022834.7798575945,743733.4941399752
2022-06-01,511167.0112093657,411818.7306046708,6994162.946244264,713653.864120368
2022-06-02,482502.00795817556,405252.7730438785,6767018.342938717,687902.8239085198
2022-06-03,663814.152706703,418590.73957870225,6848402.47787344,657412.2940730057
2022-06-06,617349.805147808,364953.7622557344,6889105.403119391,609269.5023108913
2022-06-07,614195.0346206555,370476.0876605414,6886095.932829364,610757.8467073417
2022-06-08,571365.6413224189,369267.2641375502,6886845.572635198,586867.2165829898
2022-06-09,521640.4518243635,364748.471266575,6555852.072064244,551347.4177541775
2022-06-10,682440.816511046,374679.5324548994,6657049.37154554,732508.0260112995
2022-06-13,681230.829201136,275367.6061586824,6787670.770360857,694846.8147694464
2022-06-14,768124.9587586903,255388.96168349532,6767866.222634146,746973.428858253
2022-06-15,744040.4967877008,280675.7488935657,6754345.455313795,730327.9710195308
2022-06-16,780966.7381759523,266203.7574194586,5970340.809833462,750805.8101771849
2022-06-17,1021944.9271140697,329951.50264838594,6045665.968063885,997643.7244622713
2022-06-20,932086.9641557932,186307.67065319387,6164280.343426484,904038.9246801808
2022-06-21,933295.8671409534,173394.9823180667,6145073.151602527,899441.2696721618
2022-06-22,951279.7851286255,165693.29531147343,6141155.117821086,902617.7365649313
2022-06-23,927087.0518698479,237317.4508404248,5136067.248838862,884282.4605951936
2022-06-24,1179756.5429293043,253466.4378007544,5218595.843028408,1139349.78355767
2022-06-27,953516.8686388694,82652.45196914423,5393225.729278445,1110906.9567005811
2022-06-28,934908.2335209667,93027.83310843137,5384001.62924003,1094364.9189005755
2022-06-29,933039.2152019453,89372.16351386192,5381202.366646681,1092155.8289384968
2022-06-30,904153.7927785789,133108.66691387378,4731707.787987403,1069225.5414287136
2022-07-01,1123163.9591272902,176876.61012893647,4823743.00209598,1288610.8099065828
2022-07-04,1066156.4409538493,-33621.33442092824,4975706.878926577,1359818.5680643322
2022-07-05,1081345.9829752045,-29746.73709074933,4967621.047942,1375008.1100856874
2022-07-06,1060444.0431821826,-21956.17269190072,4965251.412173834,1354106.1702926655
2022-07-07,1069715.1202179042,-27921.48585340514,4213754.101262405,1363377.247328387
2022-07-08,1262682.4538767547,-265.3870511080895,4287551.203902878,1319276.4626619886
2022-07-11,1196784.5014707274,-40506.38927819678,4338647.329226711,1255769.840546051
2022-07-12,1171189.149302154,-38878.087814984174,4308986.985495064,1236975.1583821115
2022-07-13,1174977.3898592785,-38923.9935879684,4305802.864802778,1240765.0641602348
2022-07-14,1174939.594167418,-39726.20963262504,3620574.504204315,1241801.9105280444
2022-07-15,1404145.923379373,-17876.684073167722,3700729.931493453,1229090.16785769
2022-07-18,1119757.6859335704,-17040.441144075947,3677292.58028877,961496.6583603045
2022-07-19,1180382.837843587,-14842.62749182856,3706981.023830128,987606.6061197649
2022-07-20,1149855.5123962252,-14210.483945895296,3680393.344780728,979490.9036897155
2022-07-21,1119993.20509453,-17650.74149170216,3185142.4390959493,968492.8808669706
2022-07-22,1347650.2652878114,6479.168512928067,3269261.2001755545,962078.6805647245
2022-07-25,1020409.6473284494,7963.906185898457,3302423.0772275394,609664.0294352052
2022-07-26,1010434.9539688812,7147.069363350503,3288787.835250046,608369.565472421
2022-07-27,1029086.8874554584,10627.534555438571,3330566.08684522,609956.3475705797
2022-07-28,1031959.104385538,10652.009526347656,3306249.4001085605,610093.7990057559
2022-07-29,1251669.0246409357,36090.1257083336,3386763.1684939642,610429.8299883509
2022-08-01,752469.2191963218,35454.114106527166,3373540.753013408,131630.42446327064
2022-08-02,750833.6685674587,38533.5213299335,3356516.4144935,131630.42446327064
2022-08-03,761205.9153494189,37346.5031308177,3377378.1432700003,131630.42446327064
2022-08-04,761410.5747904453,42114.036801704526,3344879.877969778,131630.42446327064
2022-08-05,972854.012770171,67846.21440225077,3423056.639991657,131630.42446327064
2022-08-08,584369.1982335757,65532.92269598579,3410619.2203990617,131630.42446327064
2022-08-09,575268.893199132,66721.12409222529,3395691.145701923,131630.42446327064
2022-08-10,646565.4556377089,66663.32778778809,3428639.0153484093,131630.42446327064
2022-08-11,634382.4588236952,66710.79947449049,3410351.0829354855,131630.42446327064
2022-08-12,826576.9628641497,86065.87345994945,3479598.6983347265,131630.42446327064
2022-08-15,398771.7405318179,90852.54904949397,3472480.6483189664,131630.42446327064
2022-08-16,409435.73929867515,90274.5998339796,3477440.8688079743,131630.42446327064
2022-08-17,371942.74518435757,96484.26500798485,3442611.156659025,131630.42446327064
2022-08-18,376282.89481824846,92748.73400587506,3445336.2879093597,131630.42446327064
2022-08-19,544956.4698676548,105853.35530727703,3519530.8904540567,131630.42446327064
2022-08-22,201782.72195753193,104634.34312556154,3531872.436191317,131630.42446327064
2022-08-23,258928.5987040784,112478.74530277302,3547256.9437851342,131630.42446327064
2022-08-24,270099.445046796,115577.03468959793,3546711.404894604,131630.42446327064
2022-08-25,267346.0999731654,114902.53792657258,3541359.1593241254,131630.42446327064
2022-08-26,459934.1515938529,133861.59361103125,3605040.8454944887,131630.42446327064
2022-08-29,273428.12370491424,136918.62884796644,3606387.7977142907,131630.42446327064
2022-08-30,295288.3943944593,145650.3306091986,3592228.064245934,131630.42446327064
2022-08-31,451343.97316495876,157124.517034085,3557655.361919153,131630.42446327064
2022-09-01,456476.90958624484,152635.6096829588,3579047.6412005797,131630.42446327064
2022-09-02,652882.285036619,166235.07863465836,3662312.2730730074,355940.0237767565
2022-09-05,614065.2929349688,150597.62170517005,3687980.6196244075,368545.9430998343
2022-09-06,572937.2788121948,173771.03190406552,3677239.4920387054,357325.8542933296
2022-09-07,589371.1536676472,173613.1972326179,3654114.2654670887,356538.7452291081
2022-09-08,566175.8622237453,236129.16325600623,3596231.0873207347,341948.4894353291
2022-09-09,782711.2066660906,227286.43049262906,3713264.0757516595,566161.273813684
2022-09-12,623973.9194033362,121809.1131153255,3839317.090568796,551637.4605656016
2022-09-13,667148.6963400497,99012.79559627682,3816734.5516640344,571837.7417116056
2022-09-14,656057.8236638047,107837.37943297693,3823997.137470077,564017.5373900523
2022-09-15,703436.0387139827,67652.41447510042,3830789.678862306,602456.8136426865
2022-09-16,938469.1722496073,101774.5930626345,3911921.4856956787,838226.3328667175
2022-09-19,550945.673595042,149418.99958492097,4262828.728497203,825240.6864163138
2022-09-20,567239.8446976584,135552.89342951868,4279997.128353501,841875.0984336329
2022-09-21,600252.3638258855,88502.98387536185,4355312.25920243,874853.5432162915
2022-09-22,588079.8267386215,108839.59241914128,4329474.190702295,862796.9515890102
2022-09-23,835571.0290347078,140430.0270445553,4415501.720163312,1110502.9309400232
2022-09-26,207100.81020409812,389005.9911874919,5088365.78852942,1137313.1306112623
2022-09-27,199327.34814522564,400052.2913985952,5072213.02702194,1129539.6685523898
2022-09-28,222178.86338725965,374834.63629407436,5108842.244308895,1152391.183794424
2022-09-29,252174.10295932082,345870.09496408293,5077411.230760773,1182386.4233664852
2022-09-30,593111.6865669303,332383.5248136189,5216396.955324199,1523324.0069740945
2022-10-03,219841.65814924706,268365.7844771514,5748938.718539052,1150053.9785564113
2022-10-04,200103.50111902173,278476.0185885234,5716124.158791385,1130315.821526186
2022-10-05,192005.56860981765,286520.5799858915,5707189.763511645,1122217.889016982
2022-10-06,213326.3809915362,273393.73882072,5566319.927297888,1143538.7013987005
2022-10-07,519449.7403427086,303603.05053755245,5668257.494499013,1449662.0607498728
2022-10-10,121502.62365168764,293952.05671670963,6072280.090359373,1051714.9440588518
2022-10-11,105444.60897595511,314502.3763868698,6072935.470865805,1035656.9293831192
2022-10-12,93427.40767925183,322119.05700031295,6064358.6629959,1023639.7280864159
2022-10-13,81804.4103236885,308305.6869113241,6010378.207034965,1012016.7307308526
2022-10-14,346252.1235019773,388266.3437982779,6100117.478740683,1276464.4439091415
2022-10-17,151620.25102362904,249829.96375963738,6255424.283241499,1081832.5714307933
2022-10-18,160292.69016130906,246540.36011960008,6212852.833065999,1090505.0105684733
2022-10-19,115445.6721350621,254259.76673362017,6196035.891475933,1045657.9925422263
2022-10-20,53534.918135575324,274876.9588191243,5963146.647998386,983747.2385427395
2022-10-21,340320.24434723577,292271.28664817614,6062439.246585938,993408.0525641296
2022-10-24,211007.29919104138,214631.8791382971,6124605.065698423,874715.9603720468
2022-10-25,179702.7919324141,213311.56286651944,6091763.554580727,852940.9267804194
2022-10-26,165048.53153813252,216116.36152081893,6054615.413438214,847077.7899521837
2022-10-27,188447.17602178233,216221.62482321143,5714711.524445644,865667.2511760909
2022-10-28,404101.46711536223,243395.81660757237,5807670.61517317,837189.4341333141
2022-10-31,-48384.67803977855,240780.63077734027,5804655.473029091,404477.6381038135
2022-11-01,-47345.12958523304,241075.7788570462,5807533.941244157,404227.4294438515
2022-11-02,-57119.44971933155,248928.78718583597,5757994.556632889,412123.28831993777
2022-11-03,-121305.96303056402,236173.7902827722,5445910.423437163,370874.64538929885
2022-11-04,168961.05823286687,271210.95217365184,5525176.278844543,398625.9200714362
2022-11-07,-118202.60435107426,269323.3319990744,5482210.394650501,174346.96637812373
2022-11-08,-128848.08919226521,281193.9620975725,5442312.399586514,173177.77928087275
2022-11-09,-111538.62140537577,310450.247022316,5409697.516351757,186905.19262882252
2022-11-10,-15857.567547508268,306009.6096165335,4996644.320823012,224382.7480674282
2022-11-11,176849.26264472207,321506.0092933716,5049120.738699547,215497.8025533959
2022-11-14,124260.59340650002,345439.6876769794,5050466.354369595,170464.40248581272
2022-11-15,118109.23645536776,340392.86283179454,5050496.754071677,170464.40248581272
2022-11-16,121251.9309187776,360128.9327627694,5002235.791255972,170464.40248581272
2022-11-17,176328.9780248298,368499.8642467393,4403183.778211231,170464.40248581272
2022-11-18,395879.68514931714,440077.74979885784,4460800.108520841,401584.04087401775
2022-11-21,213413.44678842783,302541.9107410778,4635946.10779852,398417.1281235095
2022-11-22,230264.96740459197,257655.37839574335,4661661.33711331,409917.58311343036
2022-11-23,267210.2384599297,232583.77610035648,4667317.431397806,421123.24756975524
2022-11-24,253764.05765048982,230264.64657773214,4136814.766098004,418262.28506709327
2022-11-25,440696.05595795275,239226.08562187382,4234493.002493169,415263.9779233691
2022-11-28,437097.340750008,236219.33915235702,4236942.854360744,408864.50064134947
2022-11-29,424662.07615651184,236216.71266360817,4212815.44911935,407255.0636110156
2022-11-30,471651.33642223966,218309.57374953286,4248127.434461258,418248.0864592556
2022-12-01,438182.86833410885,213164.17832330766,4022627.6531264368,414020.08293795283
2022-12-02,655661.3980445787,248466.15919099448,4083770.231455664,412324.7388513801
2022-12-05,507679.95896370994,47517.27786178392,4316886.97395306,412474.0944071484
2022-12-06,505304.15078587254,60777.86849274987,4282302.014154644,408101.58295707934
2022-12-07,487038.4335571764,87880.2455019725,4256494.159467295,399289.1410255683
2022-12-08,501415.5485281433,90193.11018144566,3722279.0943168215,409479.1602883375
2022-12-09,693351.8279991334,163571.47146261437,3777617.513904008,613647.9358191104
2022-12-12,426154.7838401496,11661.07500677809,4008475.5540485387,590649.0637180435
2022-12-13,534261.3779388426,-36381.60451611168,4061441.0546710365,666391.5641671295
2022-12-14,517689.98546274204,-25536.465450576397,4014364.218707148,668936.9992541545
2022-12-15,492664.82302590774,-3211.747223664257,3730911.7166406983,631405.6181308792
2022-12-16,651097.149357496,19345.288586018345,3812234.9603291084,797019.2405682025
2022-12-19,596247.655999406,45552.43486440033,3796828.9542596694,751309.7490082845
2022-12-20,580068.0820784158,60340.16560965395,3773758.945316026,741060.6723430797
2022-12-21,585893.8959755397,38790.662088270816,3777633.0746337664,749770.253401839
2022-12-22,567932.9778718619,47209.872043211995,3634546.6543848882,731131.1848780861
2022-12-23,768038.6707947021,110441.4256072611,3713143.567271934,932013.2308828268
2022-12-26,565331.2921275,-80162.58153991558,3917682.0115554454,923504.8366013839
2022-12-27,553242.4602309514,-82251.65304614899,3885258.803562392,908968.9019559536
2022-12-28,538863.9800806531,-69731.33578041015,3867379.761230567,895093.547513963
2022-12-29,522923.0466509004,-61016.489705867534,3848664.67109979,878979.5549725246
2022-12-30,726798.300380813,-28408.347364321824,3915482.4551539053,1084334.4760892112
2023-01-02,499670.9938936652,-205232.49643373085,4104540.631631954,1058325.4231012561
2023-01-03,627034.2362707737,-187159.56734592206,4145879.243485747,1185688.6654783646
2023-01-04,650357.9149999,-188078.9170101656,4164955.9214665894,1209012.3442074908
2023-01-05,678193.1621285201,-220013.2747018405,3881829.0657271445,1236847.5913361108
2023-01-06,960460.1525381936,-366550.7058411177,4018882.6625333186,1519114.5817457843
2023-01-09,828590.2267514563,-445039.0439911168,4121700.527120586,1387244.655959047
2023-01-10,844336.2018395485,-430371.8828251478,4116339.3953829557,1402990.6310471392
2023-01-11,840842.8076265131,-422981.3606711406,4101406.594328932,1399497.2368341037
2023-01-12,840758.1592649607,-415700.2662310592,3836279.102544163,1399412.5884725514
2023-01-13,1074829.9611754876,-349309.74783278495,3924400.2275757473,1633484.3903830783
2023-01-16,822212.4331828951,-468602.81242319715,4160182.9308859184,1380866.8623904856
2023-01-17,844152.2474138325,-499766.4941225101,4177758.332001948,1402806.6766214229
2023-01-18,828204.9116354121,-486000.8212750349,4137622.2769743903,1386859.3408430025
2023-01-19,790926.9435143438,-437725.4202914434,3785159.975811115,1349581.3727219342
2023-01-20,1010649.1745662608,-361877.4597740241,3863154.2684229417,1569303.6037738512
2023-01-23,843816.7521116291,-526415.8003129656,4045682.4246783685,1402471.1813192195
2023-01-24,844977.1801531917,-515590.1305023891,4025993.2167194807,1403631.609360782
2023-01-25,857999.3724963125,-510363.6232826529,4033495.391035254,1416653.8017039027
2023-01-26,872604.567732452,-527821.3797639376,3620026.6019402384,1431258.9969400421
2023-01-27,1086811.898641222,-459277.85251585895,3681903.757980746,1645466.327848812
2023-01-30,746732.8402040409,-471193.6192654097,4013789.4709254396,1305387.269411631
2023-01-31,736644.1391398599,-450790.582022693,3996069.548582379,1295298.56834745
2023-02-01,731400.1078996357,-438801.12308394554,3983169.4374094377,1290054.5371072257
2023-02-02,743594.990788861,-433382.5715795294,3249888.184887966,1302249.419996451
2023-02-03,995063.4793750574,-390907.75915754645,3324741.674452696,1553717.9085826473
2023-02-06,541050.9969539206,-358907.78597286704,3808986.0913106194,1099705.4261615104
2023-02-07,538069.4735136199,-351474.24658297095,3792206.4348871065,1096723.9027212097
2023-02-08,530939.5777193772,-338909.12776885077,3788407.7262030314,1089594.006926967
2023-02-09,581099.1759938047,-423277.701544288,3190413.9070310113,1139753.6052013945
2023-02-10,845842.1184927496,-424433.3194422796,3290699.115332433,1148461.4716494088
2023-02-13,658583.123467741,-543228.4097379466,3435806.1474083425,974839.558138964
2023-02-14,639320.1922673974,-519617.4244582302,3410811.9639947983,961928.3369667594
2023-02-15,631439.7140827657,-505465.1142963321,3405688.4050725745,956029.603837833
2023-02-16,626497.4325953396,-502136.3529258184,3012117.2220210307,953980.7799707415
2023-02-17,873884.1982945418,-407935.6240266679,3091004.103637361,1202252.9587433706
2023-02-20,633676.5392606107,-607529.8314586309,3312608.815998471,974207.3793194568
2023-02-21,617771.8489391983,-592639.1347003769,3288813.1791611635,961809.5475700361
2023-02-22,568201.571428055,-563691.8404951262,3251539.2656169916,924758.4424414783
2023-02-23,582416.7106530208,-581039.9770855093,2634142.884279009,937695.4247256912
2023-02-24,798424.4962487286,-517772.36797305814,2716117.996731603,1156869.7483292962
2023-02-27,539586.8633866677,-709594.5329846559,2950261.940058477,910872.7526507485
2023-02-28,503898.55897266103,-700847.4354557589,2936042.389045809,881634.1719720381
2023-03-01,536832.261556212,-686565.548095786,2925300.4929099167,906168.5300339832
2023-03-02,501535.2735029078,-675795.7791352603,2199541.555896151,873480.5586219819
2023-03-03,688961.3820529691,-658403.5724548744,2290384.1415576115,1066549.0572596607
2023-03-06,648099.670494717,-703499.3124229311,2362286.9610080775,1021060.5039823711
2023-03-07,736944.7690709099,-797359.0451988706,2401053.7993959836,1106622.5510127768
2023-03-08,729622.8640486228,-786225.3490531321,2391064.4101029257,1099371.6997403374
2023-03-09,725667.6366892298,-776687.3557998326,1659088.065717124,1095367.3202298956
2023-03-10,1010293.2719107729,-763248.8400132695,1795863.0751049775,1380130.6507972702
2023-03-13,533406.1323709015,-770700.2417299693,2301995.2479791148,1384856.8215535863
2023-03-14,514821.0680157749,-747869.5667219595,2273728.220932789,1366271.7571984597
2023-03-15,513193.9702764827,-750812.775598689,2309394.833415845,1364644.6594591676
2023-03-16,515812.4862646467,-743739.493039273,1356349.6625051193,1367263.1754473317
2023-03-17,776248.8642826978,-678158.3400520905,1437408.9648195452,1627699.553465383
2023-03-20,338221.15178812697,-735296.0888464388,1859629.8528444367,1189671.8409708121
2023-03-21,323203.91672469664,-722335.7961196057,1842888.9727925973,1174654.6059073817
2023-03-22,310038.42297296406,-723036.8171258133,1848124.4597820484,1161489.112155649
2023-03-23,296668.4798149434,-691899.6279575619,1107990.711059397,1148119.1689976284
2023-03-24,565874.0335617141,-633970.6948837355,1194589.6981705932,1417324.7227443992
2023-03-27,166193.7983521936,-707552.3145751763,1546176.34817892,1017644.4875348788
2023-03-28,196854.38200540055,-731965.2446678925,1527030.6649107086,1048305.0711880857
2023-03-29,154332.62778730685,-695359.1295761451,1527287.3306293227,1005783.316969992
2023-03-30,146499.31686650135,-693481.5952979551,699203.3962370926,997950.0060491866
2023-03-31,353668.05296489317,-639772.4583715607,793533.1920160867,1205118.7421475784
2023-04-03,266896.699699235,-890805.2932315242,972984.6559056194,1118347.3888819201
2023-04-04,266561.90862022655,-883568.6810396595,955346.9450989786,1118012.5978029117
2023-04-05,290786.5896143186,-873978.9659511395,966952.6646406495,1142237.2787970037
2023-04-06,230387.64805513938,-867612.162711158,235675.995424062,1081838.3372378245
2023-04-07,501541.317668546,-812156.9463862164,325723.7680849957,1352992.0068512312
2023-04-10,377400.86750120093,-913370.9723166239,418665.97813841666,1228851.556683886
2023-04-11,387532.3295662936,-881582.8165943419,422872.8071902698,1238983.0187489789
2023-04-12,372509.78369866963,-885780.1035182056,418207.9581545836,1223960.4728813549
2023-04-13,373327.74293073243,-913227.9937507702,-262330.03598178737,1224778.4321134177
2023-04-14,553091.7730613004,-887925.4026726545,-184248.9206762743,1404542.4622439856
2023-04-17,459180.9959048964,-889019.9714769014,-156711.4252526288,1310631.6850875816
2023-04-18,438438.2711434115,-863348.7778607173,-167148.85061150472,1289888.9603260967
2023-04-19,467159.6136551092,-865007.1436007674,-209708.38733300133,1318610.3028377944
2023-04-20,457597.69974469976,-846044.5332930934,-1067064.1875758185,1309048.388927385
2023-04-21,687113.5277652141,-770249.7382760386,-975087.2017948604,1538564.2169478992
2023-04-24,309909.70601094916,-911414.104192457,-624944.0295710135,1161360.3951936343
2023-04-25,328168.5352220178,-904849.1784925861,-618645.1191418485,1179619.224404703
2023-04-26,319445.4880051703,-890020.7116744946,-629992.3563663424,1170896.1771878554
2023-04-27,331207.5852969482,-903728.1148266648,-1583592.5992987566,1182658.2744796332
2023-04-28,571479.406978118,-833694.5941767243,-1497746.8981998211,1422930.096160803
2023-05-01,126723.36369104637,-804707.9479543227,-1079520.8105188855,978174.0528737314
2023-05-02,168608.5307317372,-881949.268782941,-1049367.457312183,1020059.2199144221
2023-05-03,160387.90034720002,-875932.0295956611,-1059873.1489047464,1011838.589529885
2023-05-04,177939.46671832885,-895759.2149253088,-1786266.9456262132,1029390.1559010139
2023-05-05,472367.05800215073,-937835.2816800083,-1680665.5786753315,1323817.7471848358
2023-05-08,409492.9035495743,-1067811.7813269799,-1565386.8721542673,1260943.5927322593
2023-05-09,377355.72555359866,-1054390.3755576157,-1567683.980738927,1228806.4147362837
2023-05-10,404535.4071624424,-1065277.6166784423,-1585782.9884635506,1255986.0963451276
2023-05-11,437293.58022097574,-1020123.440817174,-2370991.757889442,1288744.269403661
2023-05-12,702737.1086553088,-1004081.6156988392,-2283281.2964764736,1299079.0531215572
2023-05-15,607812.9983597449,-1116394.8877001728,-2166508.6500740396,1199437.628556339
2023-05-16,604597.1871330979,-1097998.6623708422,-2148020.7447954984,1198399.3811416295
2023-05-17,613670.6366607628,-1089394.5892518105,-2174387.2062968737,1209027.0946660545
2023-05-18,609528.2779289931,-1060352.6580823446,-2916688.5749654835,1203864.255073167
2023-05-19,830555.537531683,-1007533.3620665951,-2840493.4626720115,1429975.785000617
2023-05-22,628639.4130242096,-1145746.6984652355,-2659161.4516301863,1234539.6724737636
2023-05-23,599971.3902635544,-1130654.9654024332,-2656564.230621283,1210331.8066754122
2023-05-24,586891.6862908083,-1133035.5525454818,-2666799.849491423,1199486.956130619
2023-05-25,611541.5093727356,-1113611.7217498429,-3535109.813949984,1218605.6329158484
2023-05-26,873028.3831350282,-1031969.5941310985,-3440805.5826922636,1479989.2312796356
2023-05-29,705692.3364376083,-1157697.6310077058,-3302140.9697463904,1320308.8850677996
2023-05-30,749599.9429503444,-1193912.2328242688,-3276275.069387641,1356018.6512936035
2023-05-31,798723.9194068231,-1293363.742562083,-3264122.459253785,1400257.518962359
2023-06-01,781087.0111200723,-1254551.5517625432,-4121948.880954738,1382866.9388089124
2023-06-02,1055281.780946087,-1242235.0678616615,-4023384.637467887,1661336.9693825378
2023-06-05,845079.0617214888,-1381549.955690277,-3843928.007424955,1455729.3841471674
2023-06-06,827289.908418285,-1369901.957908114,-3863926.778856786,1438664.2571825313
2023-06-07,820601.9926672338,-1375156.4440863885,-3864489.205085045,1433568.382012415
2023-06-08,815798.1430627286,-1366870.6128400033,-4290766.750668448,1439395.518611088
2023-06-09,1238202.410287761,-1364268.086482084,-4123350.5620316765,1561397.8537111573
2023-06-12,1163260.911752709,-1397931.566585611,-4110265.3619392044,1530584.3329537802
2023-06-13,1235124.045456317,-1392629.5470777745,-4055907.6704924735,1583217.5644347488
2023-06-14,1223623.2045712543,-1392209.3653124012,-4075001.3499105913,1576066.0259192323
2023-06-15,1227281.8415651156,-1392998.4916900038,-4126950.0715524442,1577673.5876520576
2023-06-16,1468176.3430973513,-1370095.452676988,-4058406.2103168387,1563513.3541130843
2023-06-19,1353274.2521415,-1361024.0485427892,-4044690.3629290992,1440493.030091306
2023-06-20,1365927.6267240348,-1353183.5997116624,-4054202.5662082653,1448758.534728935
2023-06-21,1380835.5651378508,-1349516.0875776128,-4051132.260260545,1461611.4979618494
2023-06-22,1311540.7053009644,-1354532.6249656598,-4432755.136493837,1417653.6706668825
2023-06-23,1644812.0734009012,-1341823.972273929,-4289789.193781871,1707864.0943041882
2023-06-26,1456182.2184330754,-1347102.5541012194,-4252603.890688918,1528259.4482457563
2023-06-27,1491507.2983437246,-1341208.4335524025,-4253302.241088793,1538043.6905658897
2023-06-28,1477704.935096275,-1340617.4963887231,-4253458.653054179,1533014.6147838659
2023-06-29,1446144.2538276012,-1341996.8354583432,-4623911.746137967,1510467.4853556065
2023-06-30,1667364.8782457416,-1310618.0482361445,-4549392.1636624625,1753457.685258805
2023-07-03,1490299.3240033435,-1298932.0851938494,-4567203.984001967,1606986.5570257052
2023-07-04,1510389.9294966096,-1310727.2702950444,-4569443.133090266,1618591.5507945244
2023-07-05,1459331.5393789907,-1311793.502452197,-4585017.746928075,1603281.8446647339
2023-07-06,1546322.608457409,-1294154.085877371,-4844392.739042348,1617887.3727400773
2023-07-07,1760167.904727959,-1280557.768847413,-4763369.004074365,1609449.5396204689
2023-07-10,1852901.540509607,-1259865.7188626956,-4732017.506512412,1640947.888718766
2023-07-11,1934822.420527462,-1246257.9826747985,-4672709.9753016,1669741.891709751
2023-07-12,2003653.2281506306,-1228901.999082927,-4559365.1162799485,1691950.779969199
2023-07-13,2015664.9609757997,-1226299.2961752694,-4512042.431431711,1696372.5819058006
2023-07-14,2278963.3022385654,-1194183.156903631,-4443499.022083311,1694837.9675595425
2023-07-17,2024261.9706584865,-1194004.255997248,-4451882.392632111,1691583.5785943228
2023-07-18,2013857.7270124713,-1193910.3933403494,-4471709.808586301,1689571.003734089
2023-07-19,2010165.5003465114,-1195478.818995423,-4468357.287988091,1688774.2262619138
2023-07-20,2010736.2415524938,-1195344.3095248453,-4458504.218851557,1690092.1300176417
2023-07-21,2272900.032373243,-1165069.1050666114,-4375505.585687984,1688258.1069269793
2023-07-24,1620467.4285027934,-1168381.7580798536,-4357373.680671177,1022057.5086661128
2023-07-25,1613015.9934797161,-1167692.1459795462,-4364672.715376023,1022202.520457084
2023-07-26,1609305.4143100227,-1162972.357264499,-4371175.860196963,1022022.1510801242
2023-07-27,1594230.9455649727,-1163372.712766579,-4370331.574891605,1021908.3635859595
2023-07-28,1854757.2205970797,-1129051.6029261989,-4290542.256913836,1022230.4002768148
2023-07-31,1291326.7515203827,-1135815.7127196493,-4268902.804571813,439977.78728289134
2023-08-01,1282936.8864051942,-1131364.7534483846,-4274871.424258553,439977.78728289134
2023-08-02,1274658.615277453,-1123590.9875961284,-4287197.62127282,439977.78728289134
2023-08-03,1279265.3399745326,-1125099.3764537608,-4277595.432539156,439977.78728289134
2023-08-04,1551409.1162273844,-1100712.2581239676,-4175762.251478005,439977.78728289134
2023-08-07,987717.996389124,-1098958.9974366613,-4170935.8653006894,439977.78728289134
2023-08-08,1034463.3773500274,-1085819.7339379028,-4195183.546868865,439977.78728289134
2023-08-09,1014673.4317096536,-1090441.593184698,-4193677.672639212,439977.78728289134
2023-08-10,1095993.7746926618,-1073101.9693497822,-4231153.128607079,439977.78728289134
2023-08-11,1405386.882185215,-1016621.8721131951,-4143683.5119306883,728025.5012504881
2023-08-14,1235343.420437422,-1135186.1273786137,-3988523.230215846,726579.9870547261
2023-08-15,1242389.0901676358,-1132111.0002765674,-4010255.2102338793,725763.2499972292
2023-08-16,1220490.56582071,-1105994.8005989764,-4049863.8569557606,713641.8565440242
